EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,ManagerTenureRatio,RolePromoGapDiff,CareerVelocity,CompRatioToRoleAvg,OverallSatisfaction,CareerStage,PromotionGapRiskScore,PromotionGapRiskLevel,RetentionOpportunityIndex,RetentionPriorityLevel,TrainingNeedIndicator,ManagerStabilityImpact,PrescriptiveAction,ClusterID,HierarchicalClusterID,PCA1,PCA2,PCA3,CareerCluster
PANW-1631,44,0,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,Male,62,4,1,Laboratory Technician,4,Married,2818,5044,2,Yes,24,4,3,1,10,2,2,3,2,0,2,0.0,0.5,0.5,0.667,0.5,2,0.091,0.87,2.5,Growth Stage (3-6 yrs),18.8,Low Risk,71.6,Immediate Action,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-1.21,0.144,-1.543,Fast-Track Performers
PANW-1632,42,0,Travel_Frequently,1271,Research & Development,2,1,Medical,2,Male,35,3,1,Research Scientist,4,Single,2515,9068,5,Yes,14,3,4,0,8,2,3,2,1,2,2,0.667,0.333,0.667,1.0,0.667,-1,0.111,0.78,3.25,Early Stage (0-2 yrs),18.5,Low Risk,61.5,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-0.934,0.692,0.805,Fast-Track Performers
PANW-1633,36,0,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,Male,77,2,1,Human Resources,1,Married,2342,8635,0,No,21,4,3,0,6,3,3,5,4,0,3,0.0,0.667,0.5,0.6,0.5,4,0.143,0.55,2.0,Growth Stage (3-6 yrs),40.4,Medium Risk,71.6,Immediate Action,Sufficiently Trained,Moderate Manager Continuity,Lateral Role Rotation / New Project,1,4,-0.882,0.737,-1.62,Fast-Track Performers
PANW-1634,25,0,Travel_Rarely,141,Sales,3,1,Other,3,Male,98,3,2,Sales Executive,1,Married,4194,14363,1,Yes,18,3,4,0,5,3,3,5,3,0,3,0.0,0.5,0.5,0.75,0.5,3,0.333,0.61,2.75,Growth Stage (3-6 yrs),33.1,Medium Risk,66.6,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.256,0.025,-0.591,Fast-Track Performers
PANW-1635,35,0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,4,Female,66,2,3,Manufacturing Director,3,Married,10685,23457,1,Yes,20,4,2,1,17,2,3,17,14,5,15,0.278,0.778,0.111,1.0,0.833,9,0.167,1.46,3.0,Veteran Stage (13+ yrs),65.7,High Risk,80.5,Immediate Action,Moderate Development Need,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,2,1,4.186,0.373,-0.766,Stable Long-Term Contributors
PANW-1636,35,1,Travel_Frequently,130,Research & Development,25,4,Life Sciences,4,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Yes,19,3,1,1,10,3,2,10,2,7,8,0.636,0.182,0.273,2.667,0.727,-5,0.091,0.62,2.25,Established Stage (7-12 yrs),42.8,Medium Risk,45.0,Already Attrited,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Exit Analysis & Knowledge Transfer,3,0,1.164,-0.292,1.17,High-Risk Stagnation Profiles
PANW-1637,32,0,Non-Travel,300,Research & Development,1,3,Life Sciences,4,Male,61,3,1,Laboratory Technician,4,Divorced,2314,9148,0,No,12,3,2,1,4,2,3,3,0,0,2,0.0,0.0,0.5,2.0,0.5,0,0.2,0.71,3.25,Growth Stage (3-6 yrs),0.0,Low Risk,55.0,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-2.093,-1.265,-0.275,Fast-Track Performers
PANW-1638,25,0,Travel_Rarely,583,Sales,4,1,Marketing,3,Male,87,2,2,Sales Executive,1,Married,4256,18154,1,No,12,3,1,0,5,1,4,5,2,0,3,0.0,0.333,0.167,1.0,0.5,2,0.333,0.61,2.25,Growth Stage (3-6 yrs),25.8,Low Risk,60.3,Watchlist,Moderate Development Need,Moderate Manager Continuity,Upskilling & Training Program,1,4,-1.305,-0.474,-0.358,Fast-Track Performers
PANW-1639,49,0,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,3,Female,36,3,1,Research Scientist,1,Married,3580,10554,2,No,16,3,2,1,7,2,3,4,2,0,2,0.0,0.4,0.4,0.667,0.4,2,0.125,1.1,2.25,Growth Stage (3-6 yrs),27.5,Low Risk,64.6,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-1.343,0.013,-1.175,Fast-Track Performers
PANW-1640,24,0,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,Male,46,2,1,Laboratory Technician,4,Married,3162,10778,0,No,17,3,4,0,6,2,2,5,2,3,4,0.5,0.333,0.333,1.333,0.667,-1,0.143,0.98,2.75,Growth Stage (3-6 yrs),25.1,Low Risk,60.0,Watchlist,Moderate Development Need,Stable Leadership Continuity,Regular Annual Review,1,4,-0.417,0.505,0.378,Fast-Track Performers
PANW-1641,32,0,Travel_Frequently,379,Sales,5,2,Life Sciences,2,Male,48,3,2,Sales Executive,2,Married,6524,8891,1,No,14,3,4,1,10,3,3,10,8,5,3,0.455,0.727,0.273,0.333,0.273,3,0.182,0.94,2.75,Established Stage (7-12 yrs),68.2,High Risk,78.9,Immediate Action,Sufficiently Trained,Moderate Manager Continuity,Promotion & Compensation Review,3,1,1.208,1.427,0.286,High-Risk Stagnation Profiles
PANW-1642,38,0,Travel_Rarely,395,Sales,9,3,Marketing,2,Male,98,2,1,Sales Representative,2,Married,2899,12102,0,No,19,3,4,1,3,3,3,2,2,1,2,0.333,0.667,1.0,0.667,0.667,1,0.25,1.1,2.75,Early Stage (0-2 yrs),33.9,Medium Risk,63.1,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.575,1.302,-0.066,Fast-Track Performers
PANW-1643,42,0,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,3,Female,95,4,2,Laboratory Technician,4,Married,5231,23726,2,Yes,13,3,2,1,17,1,2,5,3,1,3,0.167,0.5,0.167,0.75,0.5,2,0.111,1.62,2.75,Growth Stage (3-6 yrs),25.4,Low Risk,67.6,Watchlist,Moderate Development Need,Moderate Manager Continuity,Upskilling & Training Program,1,4,0.065,-0.336,-0.709,Fast-Track Performers
PANW-1644,31,0,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,4,Male,48,3,1,Research Scientist,4,Married,2356,14871,3,Yes,19,3,2,1,8,2,3,6,4,0,2,0.0,0.571,0.286,0.4,0.286,4,0.111,0.73,3.25,Growth Stage (3-6 yrs),26.8,Low Risk,64.4,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-0.783,0.519,-1.619,Fast-Track Performers
PANW-1645,29,1,Travel_Rarely,341,Sales,1,3,Medical,2,Female,48,2,1,Sales Representative,3,Divorced,2800,23522,6,Yes,19,3,3,3,5,3,3,3,2,0,2,0.0,0.5,0.75,0.667,0.5,2,0.167,1.07,2.75,Growth Stage (3-6 yrs),22.5,Low Risk,34.1,Already Attrited,Sufficiently Trained,Moderate Manager Continuity,Exit Analysis & Knowledge Transfer,1,4,-1.65,0.328,-1.089,Fast-Track Performers
PANW-1646,53,0,Travel_Rarely,868,Sales,8,3,Marketing,1,Male,73,3,4,Sales Executive,4,Married,11836,22789,5,No,14,3,3,1,28,3,3,2,0,2,2,0.667,0.0,1.0,2.0,0.667,-2,0.138,1.71,2.75,Early Stage (0-2 yrs),7.0,Low Risk,57.4,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,1,0.195,-2.434,2.031,Fast-Track Performers
PANW-1647,35,0,Travel_Rarely,672,Research & Development,25,3,Technical Degree,4,Male,78,2,3,Manufacturing Director,2,Married,10903,9129,3,No,16,3,1,0,16,2,3,13,10,4,8,0.286,0.714,0.143,0.727,0.571,6,0.176,1.49,2.5,Veteran Stage (13+ yrs),64.4,High Risk,73.8,Immediate Action,Moderate Development Need,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,0,2.516,0.312,-0.361,High-Risk Stagnation Profiles
PANW-1648,37,0,Travel_Frequently,1231,Sales,21,2,Medical,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,5,No,15,3,2,1,10,3,3,5,4,0,0,0.0,0.667,0.5,0.0,0.0,4,0.091,1.13,3.0,Growth Stage (3-6 yrs),29.2,Low Risk,65.2,Watchlist,Sufficiently Trained,Recent Manager Transition,Lateral Role Rotation / New Project,1,4,-0.979,0.756,-1.524,Fast-Track Performers
PANW-1649,53,0,Travel_Rarely,102,Research & Development,23,4,Life Sciences,4,Female,72,3,4,Research Director,4,Single,14275,20206,6,No,18,3,3,0,33,0,3,12,9,3,8,0.231,0.692,0.0,0.8,0.615,6,0.118,0.89,3.5,Established Stage (7-12 yrs),52.8,Medium Risk,73.5,Immediate Action,High Development Need,Stable Leadership Continuity,Lateral Role Rotation / New Project,2,1,3.319,-1.068,-0.633,Stable Long-Term Contributors
PANW-1650,43,0,Travel_Frequently,422,Research & Development,1,3,Life Sciences,4,Female,33,3,2,Healthcare Representative,4,Married,5562,21782,4,No,13,3,2,1,12,2,2,5,2,2,2,0.333,0.333,0.333,0.667,0.333,0,0.154,0.74,3.0,Growth Stage (3-6 yrs),21.6,Low Risk,62.6,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-0.437,-0.16,0.24,Fast-Track Performers
PANW-1651,47,0,Travel_Rarely,249,Sales,2,2,Marketing,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Yes,22,4,1,1,8,2,3,7,6,7,7,0.875,0.75,0.25,1.0,0.875,-1,0.222,0.66,2.75,Established Stage (7-12 yrs),62.0,High Risk,83.0,Immediate Action,Moderate Development Need,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,0,1.653,1.987,1.33,High-Risk Stagnation Profiles
PANW-1652,37,0,Non-Travel,1252,Sales,19,2,Medical,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Yes,13,3,4,0,10,2,3,10,0,0,9,0.0,0.0,0.182,9.0,0.818,0,0.273,1.1,2.5,Established Stage (7-12 yrs),7.5,Low Risk,57.6,Watchlist,Moderate Development Need,Stable Leadership Continuity,Regular Annual Review,4,3,0.693,-5.099,-0.033,Promotion-Stalled Employees
PANW-1653,50,0,Non-Travel,881,Research & Development,2,4,Life Sciences,1,Male,98,3,4,Manager,1,Divorced,17924,4544,1,No,11,3,4,1,31,3,3,31,6,14,7,0.438,0.188,0.094,1.0,0.219,-8,0.125,1.04,2.25,Veteran Stage (13+ yrs),69.7,High Risk,79.4,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,2,0,4.907,-1.941,2.562,Stable Long-Term Contributors
PANW-1654,39,0,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,4,Female,42,2,2,Human Resources,4,Married,5204,7790,8,No,11,3,3,2,13,2,3,5,4,0,4,0.0,0.667,0.333,0.8,0.667,4,0.143,1.23,3.5,Growth Stage (3-6 yrs),29.2,Low Risk,61.5,Watchlist,Moderate Development Need,Stable Leadership Continuity,Lateral Role Rotation / New Project,1,4,-0.093,-0.107,-1.266,Fast-Track Performers
PANW-1655,33,0,Travel_Rarely,1075,Human Resources,3,2,Human Resources,4,Male,57,3,1,Human Resources,2,Divorced,2277,22650,3,Yes,11,3,3,1,7,4,4,4,3,0,3,0.0,0.6,0.8,0.75,0.6,3,0.125,0.54,3.25,Growth Stage (3-6 yrs),31.9,Medium Risk,66.2,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.099,0.321,-1.146,Fast-Track Performers
PANW-1656,32,1,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,Male,87,3,1,Laboratory Technician,4,Single,2795,18016,1,Yes,24,4,3,0,1,2,1,1,0,0,1,0.0,0.0,1.0,1.0,0.5,0,0.5,0.86,2.25,Early Stage (0-2 yrs),0.0,Low Risk,36.2,Already Attrited,Moderate Development Need,Recent Manager Transition,Exit Analysis & Knowledge Transfer,0,2,-3.417,-0.537,0.53,Early-Career Explorers
PANW-1657,29,0,Travel_Rarely,1086,Research & Development,7,1,Medical,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532,6054,6,No,14,3,3,3,8,5,3,4,3,0,3,0.0,0.6,1.0,0.75,0.6,3,0.111,0.78,2.75,Growth Stage (3-6 yrs),24.4,Low Risk,59.8,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.128,0.268,-1.169,Fast-Track Performers
PANW-1658,44,0,Travel_Rarely,661,Research & Development,9,2,Life Sciences,2,Male,61,3,1,Research Scientist,1,Married,2559,7508,1,Yes,13,3,4,0,8,0,3,8,7,7,1,0.778,0.778,0.0,0.125,0.111,0,0.111,0.79,2.5,Established Stage (7-12 yrs),77.1,High Risk,82.0,Immediate Action,High Development Need,Recent Manager Transition,Promotion & Compensation Review,3,0,1.143,2.644,0.834,High-Risk Stagnation Profiles
PANW-1659,28,0,Travel_Rarely,821,Sales,5,4,Medical,1,Male,98,3,2,Sales Executive,4,Single,4908,24252,1,No,14,3,2,0,4,3,3,4,2,0,2,0.0,0.4,0.6,0.667,0.4,2,0.4,0.71,2.5,Growth Stage (3-6 yrs),16.2,Low Risk,60.7,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.824,-0.142,-0.068,Fast-Track Performers
PANW-1660,58,1,Travel_Frequently,781,Research & Development,2,1,Life Sciences,4,Male,57,2,1,Laboratory Technician,4,Divorced,2380,13384,9,Yes,14,3,4,1,3,3,2,1,0,0,0,0.0,0.0,1.5,0.0,0.0,0,0.25,0.74,3.5,Early Stage (0-2 yrs),0.0,Low Risk,26.2,Already Attrited,Sufficiently Trained,Recent Manager Transition,Exit Analysis & Knowledge Transfer,0,2,-3.248,-0.482,0.327,Early-Career Explorers
PANW-1661,43,0,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,Female,55,3,2,Manufacturing Director,2,Divorced,4765,23814,4,No,21,4,3,1,4,2,4,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0.4,0.65,2.5,Early Stage (0-2 yrs),7.5,Low Risk,63.9,Watchlist,Moderate Development Need,Recent Manager Transition,Regular Annual Review,0,2,-3.064,-0.688,0.514,Early-Career Explorers
PANW-1662,20,1,Travel_Rarely,500,Sales,2,3,Medical,3,Female,49,2,1,Sales Representative,3,Single,2044,22052,1,No,13,3,4,0,2,3,2,2,2,0,2,0.0,0.667,1.0,0.667,0.667,2,0.333,0.78,3.0,Early Stage (0-2 yrs),26.7,Low Risk,35.6,Already Attrited,Sufficiently Trained,Moderate Manager Continuity,Exit Analysis & Knowledge Transfer,1,4,-2.098,0.793,-0.527,Fast-Track Performers
PANW-1663,21,1,Travel_Rarely,1427,Research & Development,18,1,Other,4,Female,65,3,1,Research Scientist,4,Single,2693,8870,1,No,19,3,1,0,1,3,2,1,0,0,0,0.0,0.0,1.5,0.0,0.0,0,0.5,0.83,2.75,Early Stage (0-2 yrs),0.0,Low Risk,30.0,Already Attrited,Sufficiently Trained,Recent Manager Transition,Exit Analysis & Knowledge Transfer,0,2,-3.834,-0.261,0.921,Early-Career Explorers
PANW-1664,36,0,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,3,Male,68,3,2,Healthcare Representative,4,Married,6586,4821,0,Yes,17,3,1,1,17,2,2,16,8,4,11,0.235,0.471,0.118,1.222,0.647,4,0.111,0.87,2.5,Veteran Stage (13+ yrs),50.8,Medium Risk,72.8,Immediate Action,Moderate Development Need,Prolonged Stagnant Manager Dyad,Manager Mentorship & Skip-Level Check-in,3,1,2.559,-0.413,-0.568,High-Risk Stagnation Profiles
PANW-1665,47,0,Travel_Rarely,1454,Sales,2,4,Life Sciences,4,Female,65,2,1,Sales Representative,4,Single,3294,13137,1,Yes,18,3,1,0,3,3,2,3,2,1,2,0.25,0.5,0.75,0.667,0.5,1,0.25,1.25,2.75,Growth Stage (3-6 yrs),22.2,Low Risk,59.0,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.602,0.85,-0.14,Fast-Track Performers
PANW-1666,22,1,Travel_Rarely,617,Research & Development,3,1,Life Sciences,2,Female,34,3,2,Manufacturing Director,3,Married,4171,10022,0,Yes,19,3,1,1,4,3,4,3,2,0,2,0.0,0.5,0.75,0.667,0.5,2,0.4,0.57,2.5,Growth Stage (3-6 yrs),22.5,Low Risk,37.9,Already Attrited,Sufficiently Trained,Moderate Manager Continuity,Exit Analysis & Knowledge Transfer,1,4,-1.89,0.109,-0.245,Fast-Track Performers
PANW-1667,41,1,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,17725,4,Yes,13,3,3,1,10,1,2,7,7,1,0,0.125,0.875,0.125,0.0,0.0,6,0.091,0.86,2.75,Established Stage (7-12 yrs),47.2,Medium Risk,39.0,Already Attrited,High Development Need,Recent Manager Transition,Exit Analysis & Knowledge Transfer,1,1,0.009,1.571,-1.581,Fast-Track Performers
PANW-1668,28,0,Travel_Rarely,995,Research & Development,9,3,Medical,3,Female,77,3,1,Research Scientist,3,Divorced,2377,9834,5,No,18,3,2,1,6,2,3,2,2,2,2,0.667,0.667,0.667,0.667,0.667,0,0.143,0.73,2.75,Early Stage (0-2 yrs),33.7,Medium Risk,66.8,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-0.749,1.69,0.364,Fast-Track Performers
PANW-1669,39,1,Travel_Rarely,1122,Research & Development,6,3,Medical,4,Male,70,3,1,Laboratory Technician,1,Married,2404,4303,7,Yes,21,4,4,0,8,2,1,2,2,2,2,0.667,0.667,0.667,0.667,0.667,0,0.111,0.74,2.5,Early Stage (0-2 yrs),41.2,Medium Risk,50.7,Already Attrited,Moderate Development Need,Moderate Manager Continuity,Exit Analysis & Knowledge Transfer,1,4,-0.617,1.612,0.198,Fast-Track Performers
PANW-1670,27,0,Travel_Rarely,618,Research & Development,4,3,Life Sciences,2,Female,76,3,1,Research Scientist,3,Single,2318,17808,1,No,19,3,3,0,1,2,3,1,1,0,0,0.0,0.5,1.0,0.0,0.0,1,0.5,0.72,2.75,Early Stage (0-2 yrs),19.4,Low Risk,61.8,Watchlist,Moderate Development Need,Recent Manager Transition,Regular Annual Review,0,2,-3.093,0.869,0.078,Early-Career Explorers
PANW-1671,34,0,Travel_Rarely,546,Research & Development,10,3,Life Sciences,2,Male,83,3,1,Laboratory Technician,2,Divorced,2008,6896,1,No,14,3,2,2,1,3,3,1,0,1,0,0.5,0.0,1.5,0.0,0.0,-1,0.5,0.62,2.25,Early Stage (0-2 yrs),11.0,Low Risk,58.8,Watchlist,Sufficiently Trained,Recent Manager Transition,Regular Annual Review,0,2,-3.34,0.459,2.265,Early-Career Explorers
PANW-1672,42,0,Travel_Rarely,462,Sales,14,2,Medical,3,Female,68,2,2,Sales Executive,3,Single,6244,7824,7,No,17,3,1,0,10,6,3,5,4,0,3,0.0,0.667,1.0,0.6,0.5,4,0.182,0.9,2.5,Growth Stage (3-6 yrs),32.9,Medium Risk,62.8,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Lateral Role Rotation / New Project,1,4,-0.734,0.108,-0.985,Fast-Track Performers
PANW-1673,33,0,Travel_Rarely,1198,Research & Development,1,4,Other,3,Male,100,2,1,Research Scientist,1,Single,2799,3339,3,Yes,11,3,2,0,6,1,3,3,2,0,2,0.0,0.5,0.25,0.667,0.5,2,0.143,0.86,2.25,Growth Stage (3-6 yrs),30.0,Medium Risk,61.8,Watchlist,Moderate Development Need,Moderate Manager Continuity,Upskilling & Training Program,1,4,-1.314,0.267,-1.178,Fast-Track Performers
PANW-1674,58,0,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552,9255,2,Yes,13,3,4,1,24,3,3,6,0,0,4,0.0,0.0,0.429,4.0,0.571,0,0.12,1.4,3.0,Growth Stage (3-6 yrs),7.5,Low Risk,53.9,Watchlist,Sufficiently Trained,Stable Leadership Continuity,Regular Annual Review,4,4,0.076,-3.785,-0.205,Promotion-Stalled Employees
PANW-1675,31,0,Travel_Rarely,154,Sales,7,4,Life Sciences,2,Male,41,2,1,Sales Representative,3,Married,2329,11737,3,No,15,3,2,0,13,2,4,7,7,5,2,0.625,0.875,0.25,0.25,0.25,2,0.071,0.89,2.75,Established Stage (7-12 yrs),65.0,High Risk,74.0,Immediate Action,Moderate Development Need,Moderate Manager Continuity,Promotion & Compensation Review,3,0,1.135,2.205,0.022,High-Risk Stagnation Profiles
PANW-1676,35,0,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1,Yes,25,4,4,1,10,2,1,10,6,0,7,0.0,0.545,0.182,1.0,0.636,6,0.182,0.53,3.25,Established Stage (7-12 yrs),32.4,Medium Risk,72.6,Immediate Action,Moderate Development Need,Stable Leadership Continuity,Regular Annual Review,3,1,0.487,-0.181,-1.617,High-Risk Stagnation Profiles
PANW-1677,49,0,Travel_Rarely,527,Research & Development,8,2,Other,1,Female,51,3,3,Laboratory Technician,2,Married,7403,22477,4,No,11,3,3,1,29,3,2,26,9,1,7,0.037,0.333,0.111,0.7,0.259,8,0.1,2.29,2.0,Veteran Stage (13+ yrs),44.3,Medium Risk,70.5,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Regular Annual Review,2,1,3.063,-2.028,-0.902,Stable Long-Term Contributors
PANW-1678,48,0,Travel_Rarely,1469,Research & Development,20,4,Medical,4,Male,51,3,1,Research Scientist,3,Married,2259,5543,4,No,17,3,1,2,13,2,2,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0,0.071,0.7,2.5,Early Stage (0-2 yrs),3.8,Low Risk,56.3,Watchlist,Moderate Development Need,Recent Manager Transition,Regular Annual Review,0,2,-2.774,-1.038,-0.005,Early-Career Explorers
PANW-1679,31,0,Non-Travel,1188,Sales,20,2,Marketing,4,Female,45,3,2,Sales Executive,3,Married,6932,24406,1,No,13,3,4,1,9,2,2,9,8,0,0,0.0,0.8,0.2,0.0,0.0,8,0.2,1.0,3.25,Established Stage (7-12 yrs),48.8,Medium Risk,72.1,Immediate Action,Moderate Development Need,Recent Manager Transition,Lateral Role Rotation / New Project,1,1,-0.046,0.934,-1.442,Fast-Track Performers
PANW-1680,36,0,Travel_Rarely,188,Research & Development,7,4,Other,2,Male,65,3,1,Research Scientist,4,Single,4678,23293,2,No,18,3,3,0,8,6,3,6,2,0,1,0.0,0.286,0.857,0.333,0.143,2,0.111,1.44,3.0,Growth Stage (3-6 yrs),13.4,Low Risk,59.7,Watchlist,Sufficiently Trained,Recent Manager Transition,Regular Annual Review,1,4,-1.589,-0.22,-0.893,Fast-Track Performers
PANW-1681,38,0,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,4,Female,80,3,3,Research Director,1,Married,13582,16292,1,No,13,3,2,1,15,3,3,15,12,5,11,0.312,0.75,0.188,0.846,0.688,7,0.188,0.85,2.5,Veteran Stage (13+ yrs),72.5,High Risk,80.4,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,1,3.274,0.458,-0.208,High-Risk Stagnation Profiles
PANW-1682,32,0,Non-Travel,1184,Research & Development,1,3,Life Sciences,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,No,20,4,3,0,5,3,3,3,0,0,2,0.0,0.0,0.75,2.0,0.5,0,0.167,0.72,2.75,Growth Stage (3-6 yrs),7.5,Low Risk,60.1,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-2.129,-1.283,-0.463,Fast-Track Performers
PANW-1683,25,1,Travel_Rarely,867,Sales,19,2,Marketing,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Yes,18,3,3,3,1,2,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0.5,0.92,2.75,Early Stage (0-2 yrs),7.5,Low Risk,28.9,Already Attrited,Moderate Development Need,Recent Manager Transition,Exit Analysis & Knowledge Transfer,0,2,-3.617,-0.2,0.712,Early-Career Explorers
PANW-1684,40,0,Travel_Rarely,658,Sales,10,4,Marketing,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,No,12,3,2,1,11,2,2,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0.25,1.4,1.75,Early Stage (0-2 yrs),7.5,Low Risk,53.9,Watchlist,Moderate Development Need,Recent Manager Transition,Regular Annual Review,0,2,-2.192,-1.498,0.504,Early-Career Explorers
PANW-1685,26,0,Travel_Frequently,1283,Sales,1,3,Medical,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,No,12,3,2,0,7,2,3,7,7,0,7,0.0,0.875,0.25,0.875,0.875,7,0.25,0.62,2.25,Established Stage (7-12 yrs),55.0,High Risk,70.5,Immediate Action,Moderate Development Need,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,0.433,0.7,-1.472,High-Risk Stagnation Profiles
PANW-1686,41,0,Travel_Rarely,263,Research & Development,6,3,Medical,4,Male,59,3,1,Laboratory Technician,1,Single,4721,3119,2,Yes,13,3,3,0,20,3,3,18,13,2,17,0.105,0.684,0.158,1.214,0.895,11,0.048,1.46,2.75,Veteran Stage (13+ yrs),60.4,High Risk,76.1,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Promotion & Compensation Review,3,1,3.736,-0.001,-1.969,High-Risk Stagnation Profiles
PANW-1687,36,0,Travel_Rarely,938,Research & Development,2,4,Medical,3,Male,79,3,1,Laboratory Technician,3,Single,2519,12287,4,No,21,4,3,0,16,6,3,11,8,3,9,0.25,0.667,0.5,1.0,0.75,5,0.059,0.78,3.0,Established Stage (7-12 yrs),55.9,High Risk,80.8,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,1.696,0.56,-1.125,High-Risk Stagnation Profiles
PANW-1688,19,1,Travel_Rarely,419,Sales,21,3,Other,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,1,Yes,13,3,2,0,1,3,4,1,0,0,0,0.0,0.0,1.5,0.0,0.0,0,0.5,0.81,3.0,Early Stage (0-2 yrs),7.5,Low Risk,28.9,Already Attrited,Sufficiently Trained,Recent Manager Transition,Exit Analysis & Knowledge Transfer,0,2,-3.807,-0.317,1.08,Early-Career Explorers
PANW-1689,20,1,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,Male,84,3,1,Laboratory Technician,1,Single,2973,13008,1,No,19,3,2,0,1,2,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0.5,0.92,1.75,Early Stage (0-2 yrs),11.2,Low Risk,33.9,Already Attrited,Moderate Development Need,Recent Manager Transition,Exit Analysis & Knowledge Transfer,0,2,-3.622,-0.191,0.686,Early-Career Explorers
